issue_ID,issue_title,remediation,assigned_person,severity,category,system,owner_team,status,created_date,last_updated,summary,tags
ISS-00583,SharePoint permissions drift on Oracle-SCM-INV leads to expired cert,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on Oracle-SCM-INV leads to expired cert'. Gather diagnostics (logs, event traces, NetMon/PCAP) on MDM-Intune-32 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Re-run patch 5000242 with prerequisite servicing stack; rollback driver if regression. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Vikram Patil,Medium,Patch Mgmt,MDM-Intune-32,Cybersecurity,Resolved,2024-12-25 09:38:22,2025-01-15 22:38:22,SharePoint permissions drift on Oracle-SCM-INV leads to expired cert. Likely cause: outdated agent version. Verified with logs; resolved via targeted configuration correction and validation tests.,"patch-mgmt,auth,permissions,cert"
ISS-00584,High CPU on Oracle-FIN-AP causing invoice posting failures,"Validate scope: reproduce the issue described as 'High CPU on Oracle-FIN-AP causing invoice posting failures'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-SCM-INV and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Rahul Verma,Medium,Identity & Access,Oracle-SCM-INV,Network Ops,In Progress,2024-10-26 00:24:22,2024-11-14 06:24:22,High CPU on Oracle-FIN-AP causing invoice posting failures. Likely cause: misconfigured firewall rule. Verified with logs; resolved via targeted configuration correction and validation tests.,"identity-&-access,latency,firmware,cache"
ISS-00585,VPN split-tunnel issue for Oracle AR at Jamshedpur Plant,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for Oracle AR at Jamshedpur Plant'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Azure-Storage-90 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Coordinate maintenance window; apply vendor firmware; validate PLC/SCADA comms with loopback tests. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Neel Gupta,Medium,Manufacturing OT,Azure-Storage-90,Oracle ERP,Resolved,2025-07-07 12:42:22,2025-07-10 20:42:22,VPN split-tunnel issue for Oracle AR at Jamshedpur Plant. Likely cause: stale device record. Verified with logs; resolved via targeted configuration correction and validation tests.,"manufacturing-ot,policy,patch,firmware"
ISS-00586,Users at Jamshedpur Plant cannot connect to SAP GUI: timeouts,"Validate scope: reproduce the issue described as 'Users at Jamshedpur Plant cannot connect to SAP GUI: timeouts'. Gather diagnostics (logs, event traces, NetMon/PCAP) on PLC-Cell-115 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Diya Kapoor,Medium,Identity & Access,PLC-Cell-115,Mendix Dev,Resolved,2025-06-18 14:50:22,2025-06-23 22:50:22,Users at Jamshedpur Plant cannot connect to SAP GUI: timeouts. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"identity-&-access,patch,driver,policy"
ISS-00587,VPN split-tunnel issue for SAP GUI at Bengaluru Lab,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for SAP GUI at Bengaluru Lab'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-FIN-AP and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Pooja Kulkarni,Medium,Endpoint,Oracle-FIN-AP,Cybersecurity,Resolved,2025-02-14 11:12:22,2025-03-05 03:12:22,VPN split-tunnel issue for SAP GUI at Bengaluru Lab. Likely cause: stale device record. Verified with logs; resolved via targeted configuration correction and validation tests.,"endpoint,dns,policy,driver"
ISS-00588,Users at Jamshedpur Plant cannot connect to Mendix OrderApp: timeouts,"Validate scope: reproduce the issue described as 'Users at Jamshedpur Plant cannot connect to Mendix OrderApp: timeouts'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Email-Exchange-12 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Yash Agarwal,Low,VPN,Email-Exchange-12,Data Platform,Resolved,2024-10-01 13:57:22,2024-10-20 23:57:22,Users at Jamshedpur Plant cannot connect to Mendix OrderApp: timeouts. Likely cause: DNS misconfiguration. Verified with logs; resolved via targeted configuration correction and validation tests.,"vpn,qos,dns,permissions"
ISS-00589,Users at Jamshedpur Plant cannot connect to Oracle AR: authentication loop,"Validate scope: reproduce the issue described as 'Users at Jamshedpur Plant cannot connect to Oracle AR: authentication loop'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-SCM-INV and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Pooja Kulkarni,High,Security - EDR,Oracle-SCM-INV,Cloud Platform,Resolved,2025-05-25 23:20:22,2025-06-06 13:20:22,Users at Jamshedpur Plant cannot connect to Oracle AR: authentication loop. Likely cause: misconfigured firewall rule. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---edr,firmware,auth,qos"
ISS-00590,SharePoint permissions drift on ADFS-Cluster-90 leads to access denied,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on ADFS-Cluster-90 leads to access denied'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Edge-Switch-22 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Sara Khan,Critical,Mendix App,Edge-Switch-22,Network Ops,Open,2025-08-02 18:10:22,2025-08-29 06:10:22,SharePoint permissions drift on ADFS-Cluster-90 leads to access denied. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"mendix-app,driver,permissions,cache"
ISS-00591,SharePoint permissions drift on Email-Exchange-72 leads to authentication loop,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on Email-Exchange-72 leads to authentication loop'. Gather diagnostics (logs, event traces, NetMon/PCAP) on SharePoint-Site-57 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Rahul Verma,Medium,Endpoint,SharePoint-Site-57,Service Desk,In Progress,2024-11-02 05:36:22,2024-11-21 03:36:22,SharePoint permissions drift on Email-Exchange-72 leads to authentication loop. Likely cause: expired certificate. Verified with logs; resolved via targeted configuration correction and validation tests.,"endpoint,permissions,qos,driver"
ISS-00592,High CPU on Azure-Storage-91 causing production halt in cell 3,"Validate scope: reproduce the issue described as 'High CPU on Azure-Storage-91 causing production halt in cell 3'. Gather diagnostics (logs, event traces, NetMon/PCAP) on ADFS-Cluster-39 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Pooja Kulkarni,Low,Security - EDR,ADFS-Cluster-39,Endpoint Engineering,Open,2024-12-11 20:25:22,2025-01-01 00:25:22,High CPU on Azure-Storage-91 causing production halt in cell 3. Likely cause: DNS misconfiguration. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---edr,cert,policy,latency"
ISS-00593,High CPU on Oracle-FIN-AP causing order processing delays,"Validate scope: reproduce the issue described as 'High CPU on Oracle-FIN-AP causing order processing delays'. Gather diagnostics (logs, event traces, NetMon/PCAP) on VPN-Gateway-106 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Priya Rao,Critical,Security - DLP,VPN-Gateway-106,Service Desk,In Progress,2025-08-09 04:39:22,2025-09-01 08:39:22,High CPU on Oracle-FIN-AP causing order processing delays. Likely cause: driver regression after patch. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---dlp,cache,policy,patch"
ISS-00594,Login failures for Oracle AR due to DNS misconfiguration,"Validate scope: reproduce the issue described as 'Login failures for Oracle AR due to DNS misconfiguration'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Edge-Switch-106 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Ananya Joshi,Critical,Network,Edge-Switch-106,Cloud Platform,Resolved,2025-06-06 15:09:22,2025-06-30 13:09:22,Login failures for Oracle AR due to DNS misconfiguration. Likely cause: driver regression after patch. Verified with logs; resolved via targeted configuration correction and validation tests.,"network,driver,policy,permissions"
ISS-00595,Login failures for Teams due to outdated agent version,"Validate scope: reproduce the issue described as 'Login failures for Teams due to outdated agent version'. Gather diagnostics (logs, event traces, NetMon/PCAP) on EDR-Defender-29 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Yash Agarwal,Low,Identity & Access,EDR-Defender-29,Oracle ERP,In Progress,2025-03-22 22:32:22,2025-04-20 13:32:22,Login failures for Teams due to outdated agent version. Likely cause: misconfigured firewall rule. Verified with logs; resolved via targeted configuration correction and validation tests.,"identity-&-access,qos,cert,driver"
ISS-00596,SharePoint permissions drift on DLP-Policy-94 leads to access denied,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on DLP-Policy-94 leads to access denied'. Gather diagnostics (logs, event traces, NetMon/PCAP) on SharePoint-Site-25 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Sara Khan,Medium,Email,SharePoint-Site-25,Network Ops,Resolved,2025-03-02 09:01:22,2025-03-08 11:01:22,SharePoint permissions drift on DLP-Policy-94 leads to access denied. Likely cause: missing group membership. Verified with logs; resolved via targeted configuration correction and validation tests.,"email,auth,firmware,dns"
ISS-00597,VPN split-tunnel issue for Oracle AP at Bengaluru Lab,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for Oracle AP at Bengaluru Lab'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Email-Exchange-13 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Aarav Sharma,Low,Oracle ERP,Email-Exchange-13,Service Desk,In Progress,2024-10-07 12:11:22,2024-11-03 08:11:22,VPN split-tunnel issue for Oracle AP at Bengaluru Lab. Likely cause: expired certificate. Verified with logs; resolved via targeted configuration correction and validation tests.,"oracle-erp,cert,dns,auth"
ISS-00598,VPN split-tunnel issue for SAP GUI at Pune Plant,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for SAP GUI at Pune Plant'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-SCM-INV and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Meera Desai,High,Cloud/Azure,Oracle-SCM-INV,OT/Plant IT,In Progress,2025-08-09 13:35:22,2025-08-14 04:35:22,VPN split-tunnel issue for SAP GUI at Pune Plant. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"cloud/azure,cert,policy,patch"
ISS-00599,High CPU on Core-Router-70 causing VPN disconnects,"Validate scope: reproduce the issue described as 'High CPU on Core-Router-70 causing VPN disconnects'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-SCM-INV and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Arjun Chatterjee,Low,Oracle ERP,Oracle-SCM-INV,OT/Plant IT,Resolved,2024-10-04 04:41:22,2024-10-07 20:41:22,High CPU on Core-Router-70 causing VPN disconnects. Likely cause: driver regression after patch. Verified with logs; resolved via targeted configuration correction and validation tests.,"oracle-erp,cert,latency,dns"
ISS-00600,Email delays to @vendor.com after change on Robot-Arm-84,"Validate scope: reproduce the issue described as 'Email delays to @vendor.com after change on Robot-Arm-84'. Gather diagnostics (logs, event traces, NetMon/PCAP) on VPN-Gateway-55 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Sara Khan,Critical,Network,VPN-Gateway-55,Data Platform,Resolved,2025-07-30 10:15:22,2025-08-27 13:15:22,Email delays to @vendor.com after change on Robot-Arm-84. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"network,cert,auth,dns"
ISS-00601,Users at Noida Office cannot connect to Outlook: intermittent failures,"Validate scope: reproduce the issue described as 'Users at Noida Office cannot connect to Outlook: intermittent failures'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Azure-Storage-46 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Priya Rao,High,Endpoint,Azure-Storage-46,Endpoint Engineering,Resolved,2024-11-12 00:56:22,2024-11-22 19:56:22,Users at Noida Office cannot connect to Outlook: intermittent failures. Likely cause: missing group membership. Verified with logs; resolved via targeted configuration correction and validation tests.,"endpoint,driver,firmware,cert"
ISS-00602,Login failures for Outlook due to misconfigured firewall rule,"Validate scope: reproduce the issue described as 'Login failures for Outlook due to misconfigured firewall rule'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Azure-Storage-80 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Arjun Chatterjee,High,Data & Analytics,Azure-Storage-80,Collaboration (M365),Known Issue,2025-08-11 14:13:22,2025-08-11 18:13:22,Login failures for Outlook due to misconfigured firewall rule. Likely cause: missing group membership. Verified with logs; resolved via targeted configuration correction and validation tests.,"data-&-analytics,patch,cert,firmware"
ISS-00603,Users at Pune Plant cannot connect to Power BI: expired cert,"Validate scope: reproduce the issue described as 'Users at Pune Plant cannot connect to Power BI: expired cert'. Gather diagnostics (logs, event traces, NetMon/PCAP) on DLP-Policy-105 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Arjun Chatterjee,Low,Oracle ERP,DLP-Policy-105,Cybersecurity,Known Issue,2024-11-13 23:45:22,2024-11-24 14:45:22,Users at Pune Plant cannot connect to Power BI: expired cert. Likely cause: driver regression after patch. Verified with logs; resolved via targeted configuration correction and validation tests.,"oracle-erp,qos,firmware,patch"
ISS-00604,Email delays to @partner.org after change on DLP-Policy-69,"Validate scope: reproduce the issue described as 'Email delays to @partner.org after change on DLP-Policy-69'. Gather diagnostics (logs, event traces, NetMon/PCAP) on VPN-Gateway-50 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Pooja Kulkarni,Medium,Email,VPN-Gateway-50,Collaboration (M365),Resolved,2025-02-24 14:00:22,2025-03-19 03:00:22,Email delays to @partner.org after change on DLP-Policy-69. Likely cause: token cache corruption. Verified with logs; resolved via targeted configuration correction and validation tests.,"email,cache,dns,auth"
ISS-00605,High CPU on Edge-Switch-47 causing email delivery delays,"Validate scope: reproduce the issue described as 'High CPU on Edge-Switch-47 causing email delivery delays'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Robot-Arm-1 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Ritu Jain,Critical,Identity & Access,Robot-Arm-1,Cybersecurity,Open,2025-02-06 23:17:22,2025-03-06 03:17:22,High CPU on Edge-Switch-47 causing email delivery delays. Likely cause: DNS misconfiguration. Verified with logs; resolved via targeted configuration correction and validation tests.,"identity-&-access,qos,cert,permissions"
ISS-00606,High CPU on VPN-Gateway-8 causing VPN disconnects,"Validate scope: reproduce the issue described as 'High CPU on VPN-Gateway-8 causing VPN disconnects'. Gather diagnostics (logs, event traces, NetMon/PCAP) on MDM-Intune-32 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Vivaan Kulkarni,Critical,Data & Analytics,MDM-Intune-32,Endpoint Engineering,Resolved,2025-02-22 10:24:22,2025-03-16 23:24:22,High CPU on VPN-Gateway-8 causing VPN disconnects. Likely cause: stale device record. Verified with logs; resolved via targeted configuration correction and validation tests.,"data-&-analytics,latency,auth,cache"
ISS-00607,High CPU on Robot-Arm-19 causing order processing delays,"Validate scope: reproduce the issue described as 'High CPU on Robot-Arm-19 causing order processing delays'. Gather diagnostics (logs, event traces, NetMon/PCAP) on SharePoint-Site-4 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Ishita Nair,Low,Oracle ERP,SharePoint-Site-4,Endpoint Engineering,Resolved,2025-03-13 16:11:22,2025-03-19 07:11:22,High CPU on Robot-Arm-19 causing order processing delays. Likely cause: missing group membership. Verified with logs; resolved via targeted configuration correction and validation tests.,"oracle-erp,permissions,policy,qos"
ISS-00608,VPN split-tunnel issue for SAP GUI at Chennai Office,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for SAP GUI at Chennai Office'. Gather diagnostics (logs, event traces, NetMon/PCAP) on PLC-Cell-57 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Meera Desai,Low,Mendix App,PLC-Cell-57,Cybersecurity,Resolved,2025-06-17 16:55:22,2025-06-22 16:55:22,VPN split-tunnel issue for SAP GUI at Chennai Office. Likely cause: driver regression after patch. Verified with logs; resolved via targeted configuration correction and validation tests.,"mendix-app,firmware,qos,permissions"
ISS-00609,SharePoint permissions drift on Azure-Storage-91 leads to high CPU,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on Azure-Storage-91 leads to high CPU'. Gather diagnostics (logs, event traces, NetMon/PCAP) on ADFS-Cluster-118 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Sneha Bhat,Medium,Security - EDR,ADFS-Cluster-118,Cybersecurity,Open,2025-02-21 16:10:22,2025-02-28 04:10:22,SharePoint permissions drift on Azure-Storage-91 leads to high CPU. Likely cause: expired certificate. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---edr,dns,firmware,cert"
ISS-00610,VPN split-tunnel issue for SharePoint at Mumbai DC,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for SharePoint at Mumbai DC'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Mendix-OrderApp and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Neel Gupta,High,Printer/Peripheral,Mendix-OrderApp,Oracle ERP,In Progress,2025-02-19 07:50:22,2025-02-25 15:50:22,VPN split-tunnel issue for SharePoint at Mumbai DC. Likely cause: misconfigured firewall rule. Verified with logs; resolved via targeted configuration correction and validation tests.,"printer/peripheral,auth,driver,patch"
ISS-00611,High CPU on Azure-Storage-21 causing email delivery delays,"Validate scope: reproduce the issue described as 'High CPU on Azure-Storage-21 causing email delivery delays'. Gather diagnostics (logs, event traces, NetMon/PCAP) on PLC-Cell-4 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Meera Desai,Medium,VPN,PLC-Cell-4,Endpoint Engineering,Open,2025-01-17 17:58:22,2025-01-24 13:58:22,High CPU on Azure-Storage-21 causing email delivery delays. Likely cause: expired certificate. Verified with logs; resolved via targeted configuration correction and validation tests.,"vpn,dns,policy,auth"
ISS-00612,Email delays to @vendor.com after change on Core-Router-41,"Validate scope: reproduce the issue described as 'Email delays to @vendor.com after change on Core-Router-41'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Core-Router-73 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Kabir Iyer,Low,VPN,Core-Router-73,Cloud Platform,In Progress,2025-01-03 23:55:22,2025-01-10 09:55:22,Email delays to @vendor.com after change on Core-Router-41. Likely cause: driver regression after patch. Verified with logs; resolved via targeted configuration correction and validation tests.,"vpn,patch,cert,auth"
ISS-00613,VPN split-tunnel issue for Mendix OrderApp at Noida Office,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for Mendix OrderApp at Noida Office'. Gather diagnostics (logs, event traces, NetMon/PCAP) on MDM-Intune-115 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Vivaan Kulkarni,Medium,SharePoint/OneDrive,MDM-Intune-115,Network Ops,In Progress,2025-06-08 12:41:22,2025-06-13 16:41:22,VPN split-tunnel issue for Mendix OrderApp at Noida Office. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"sharepoint/onedrive,auth,driver,dns"
ISS-00614,VPN split-tunnel issue for Oracle AP at Bengaluru Lab,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for Oracle AP at Bengaluru Lab'. Gather diagnostics (logs, event traces, NetMon/PCAP) on OneDrive-User-104 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Ananya Joshi,Medium,Data & Analytics,OneDrive-User-104,OT/Plant IT,Resolved,2025-07-12 04:22:22,2025-08-05 14:22:22,VPN split-tunnel issue for Oracle AP at Bengaluru Lab. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"data-&-analytics,cert,patch,policy"
ISS-00615,VPN split-tunnel issue for Power BI at Jamshedpur Plant,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for Power BI at Jamshedpur Plant'. Gather diagnostics (logs, event traces, NetMon/PCAP) on MDM-Intune-6 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Rohan Mehta,High,SharePoint/OneDrive,MDM-Intune-6,Service Desk,Known Issue,2025-05-30 07:54:22,2025-06-02 07:54:22,VPN split-tunnel issue for Power BI at Jamshedpur Plant. Likely cause: missing group membership. Verified with logs; resolved via targeted configuration correction and validation tests.,"sharepoint/onedrive,policy,permissions,auth"
ISS-00616,Email delays to @customer.com after change on SharePoint-Site-120,"Validate scope: reproduce the issue described as 'Email delays to @customer.com after change on SharePoint-Site-120'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-FIN-AP and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Sara Khan,Low,Oracle ERP,Oracle-FIN-AP,Cybersecurity,Resolved,2025-02-08 13:27:22,2025-02-14 11:27:22,Email delays to @customer.com after change on SharePoint-Site-120. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"oracle-erp,policy,qos,driver"
ISS-00617,High CPU on Oracle-FIN-AP causing email delivery delays,"Validate scope: reproduce the issue described as 'High CPU on Oracle-FIN-AP causing email delivery delays'. Gather diagnostics (logs, event traces, NetMon/PCAP) on EDR-Defender-84 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Re-run patch 5000187 with prerequisite servicing stack; rollback driver if regression. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Ritu Jain,Medium,Patch Mgmt,EDR-Defender-84,Network Ops,In Progress,2025-03-10 07:21:22,2025-03-31 11:21:22,High CPU on Oracle-FIN-AP causing email delivery delays. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"patch-mgmt,permissions,cache,patch"
ISS-00618,VPN split-tunnel issue for Power BI at Noida Office,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for Power BI at Noida Office'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Mendix-OrderApp and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Aditya Singh,High,SharePoint/OneDrive,Mendix-OrderApp,Cloud Platform,Known Issue,2024-09-03 07:04:22,2024-09-05 06:04:22,VPN split-tunnel issue for Power BI at Noida Office. Likely cause: outdated agent version. Verified with logs; resolved via targeted configuration correction and validation tests.,"sharepoint/onedrive,permissions,latency,cert"
ISS-00619,Login failures for Power BI due to missing group membership,"Validate scope: reproduce the issue described as 'Login failures for Power BI due to missing group membership'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-FIN-AP and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Yash Agarwal,High,Printer/Peripheral,Oracle-FIN-AP,Oracle ERP,In Progress,2025-04-06 08:28:22,2025-04-17 22:28:22,Login failures for Power BI due to missing group membership. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"printer/peripheral,driver,permissions,qos"
